,T152_bearing,T153_bearing,T019_bearing,T018_bearing,T156_bearing,T157_bearing,T154_bearing,T155_bearing,T013_bearing,T012_bearing,T011_bearing,T159_bearing,T017_bearing,T016_bearing,T015_bearing,T014_bearing,T151_bearing,T080_bearing,T081_bearing,T082_bearing,T083_bearing,T084_bearing,T085_bearing,T086_bearing,T088_bearing,T089_bearing,T158_bearing,T149_bearing,T148_bearing,T009Alt_bearing,T145_bearing,T144_bearing,T147_bearing,T146_bearing,T141_bearing,T143_bearing,T142_bearing,T903_bearing,T092_bearing,T091_bearing,T090_bearing,T097_bearing,T096_bearing,T095_bearing,T094_bearing,T099_bearing,T222_bearing,T138_bearing,T046_bearing,T128_bearing,T114_bearing,T027_bearing,T025_bearing,T228_bearing,T229_bearing,T900_bearing,T224_bearing,T225_bearing,T226_bearing,T227_bearing,T220_bearing,T221_bearing,T028_bearing,T223_bearing,T044_bearing,T045_bearing,T129_bearing,T047_bearing,T040_bearing,T043_bearing,T048_bearing,T049_bearing,T031_bearing,T030_bearing,T033_bearing,T035_bearing,T034_bearing,T037_bearing,T036_bearing,T039_bearing,T236_bearing,T235_bearing,T233_bearing,T232_bearing,T231_bearing,T230_bearing,T054_bearing,T051_bearing,T050_bearing,T209_bearing,T200_bearing,T206_bearing,T062_bearing,T063_bearing,T060_bearing,T061_bearing,T066_bearing,T067_bearing,T065_bearing,T069_bearing,T135_bearing,T054C_bearing,T238_bearing,T215_bearing,T212_bearing,T219_bearing,T218_bearing,T150_bearing,T115_bearing,T079_bearing,T078_bearing,T075_bearing,T074_bearing,T077_bearing,T076_bearing,T071_bearing,T070_bearing,T073_bearing,T072_bearing,T094B_bearing,T100_bearing,T103_bearing,T102_bearing,T107_bearing,T008_bearing,T009_bearing,T162_bearing,T161_bearing,T160_bearing,T001_bearing,T002_bearing,T003_bearing,T004_bearing,T005_bearing,T006_bearing,T007_bearing,T237_bearing,Trap
T075,115.601773807,129.614994499,150.768099639,164.853616386,77.0276113107,113.421789493,133.806668124,80.8263799657,129.841618071,147.894121792,128.249839687,35.7989023627,138.437064132,141.53569897,134.374263169,138.525579874,126.074199553,24.6304140301,125.251786991,95.499226933,5.00569372858,5.33845819738,30.9395024385,31.4952614305,130.186160382,32.2782026074,38.026973727,162.558099927,160.730102052,132.991772466,157.262526311,132.025206027,147.230440021,151.22349167,141.278663155,141.886614181,137.128661336,121.525695663,155.841335859,143.130593296,138.568474289,5.23534302139,45.5082813516,42.8570100213,37.4197335757,341.199432748,136.365896417,359.956592964,150.739377174,351.132599603,89.652455438,150.105460692,145.556457635,145.695048144,41.4352258058,127.572859417,156.573340834,62.7767987059,83.891746192,9.25674514145,154.29322098,346.025570116,157.488427817,136.807203165,133.273182491,153.729692894,168.050384568,129.799374198,118.008033043,125.42519776,142.92071625,151.802658999,90.8978382924,135.576628276,141.146540923,73.0382299278,120.506647098,127.902292108,109.369778624,136.882126544,144.704118631,53.6090592925,141.835617862,151.475510008,162.277408529,129.474505622,164.189196906,131.421395954,145.953970183,333.689073433,350.812833161,333.064564054,90.8425739631,104.01153461,108.926966069,91.5200319322,72.4706301713,71.4530676246,80.3738250869,65.9930265245,37.0559909153,164.15643269,63.1755226806,340.424689558,342.422953844,158.369162286,143.962749144,162.004545298,4.86613639689,333.013439776,65.0325839533,360.0,111.072471009,1.95455041585,78.7936048143,82.7872203365,89.3264211479,23.759270027,59.493424736,38.0096552189,333.796596831,339.28383503,16.8393196937,358.2898489,145.517949544,137.112024187,16.2118748846,39.7696029041,143.533553938,144.349128309,134.011733265,142.095863803,143.371864644,135.072817082,140.413387844,144.984250751,53.6011135032,T075
T074,122.30445284,140.368596876,169.352070358,180.955107637,47.8443916263,161.812045805,146.315417894,61.0371643983,138.768714523,160.381634169,134.579817272,352.087894506,149.10097989,150.211067841,142.053503509,148.450387498,133.125902246,329.606536636,271.91496667,317.677372879,320.480316129,338.853032133,352.323688055,3.29414991896,154.392060227,352.997893412,12.4983102915,179.654067967,175.316370209,139.199430907,206.107731264,140.821596052,167.061311264,168.749035927,153.34862666,151.382240976,147.755442762,124.383755445,211.766384301,198.145228211,179.47685373,345.479098306,5.24811241275,13.2646797009,359.861856936,317.120618567,149.837159118,327.888384908,187.33846168,327.553006416,65.5648019342,164.069155757,158.081705449,161.306442501,344.04182785,132.273229271,178.249368718,31.5014948114,342.556557383,332.616196047,172.357564694,329.807708517,173.935609734,145.644657831,154.577760256,179.951726834,210.766066852,153.939505581,127.032458355,148.517740381,191.454444176,186.406286583,73.7546507171,153.884500166,162.728027473,43.897089722,144.422876439,135.753125141,107.188121076,153.245097226,155.641238841,327.615818379,150.712975317,179.188094171,180.071791668,140.648959448,194.400987175,196.485133784,167.871426547,312.562833964,331.011727424,312.9607735,57.2734219283,93.8994922432,93.371581622,24.571034849,28.2609485619,43.0551623666,55.3851526515,9.61238746402,15.1345302161,193.31763431,23.8637662354,323.611226718,325.399077381,177.538099894,159.103454603,177.782848817,341.624920228,306.178274117,350.217000628,291.12637564,360.0,306.342811938,306.499335558,63.3705395355,75.6963916749,315.32444363,19.9458604107,1.31956198419,316.253771275,321.091878144,327.73192687,326.138989119,155.881679731,145.58453094,338.19748287,3.6036709877,168.522221502,158.978620246,142.774954651,154.34795258,156.437818545,145.54648026,149.832238889,156.014419922,14.5358335969,T074
T077,124.781539192,134.704889392,153.965423218,166.301501997,86.9993689807,127.823601025,138.50016313,88.9014640515,134.320359068,150.589536581,132.078189654,45.8382535954,141.943560677,144.189160065,137.660266438,141.845309981,130.699368129,39.3750837831,144.233172156,120.315736503,7.54883592504,6.14196873685,38.7400764069,36.6588996754,137.784472464,40.4545443724,43.2879671585,164.298576716,162.42769585,135.976698927,161.968992684,136.042544853,151.053954466,154.236783647,144.696902411,144.687793662,140.816396748,124.792283715,161.268554175,150.864834112,146.098393017,5.73691168064,55.3976057227,49.5923051204,45.694893307,332.928179913,140.816367102,359.171395145,155.687711415,348.210806575,100.037968924,152.781196164,148.523196,149.143729832,57.5154203292,130.761729298,159.372097643,71.8555363329,106.574924315,12.1722792301,157.004580321,343.431497402,159.679895333,140.085053083,139.736733509,157.322490013,170.531197698,137.484240777,126.567892245,134.154116908,150.217103283,156.412630604,99.7225984844,141.083840716,146.142856077,82.5886354201,130.989869196,132.418394414,118.651626154,141.805516738,147.48181386,85.6120710219,144.50287365,155.534720204,164.101341401,134.715849427,166.626005889,142.097214679,150.223860865,322.063730497,348.581919554,322.212434598,103.18725269,114.116082797,122.853090665,107.891391607,85.3019383722,80.6652702652,89.7359442606,81.4031988989,41.4157435356,166.535273178,74.262253686,336.136289905,338.666025678,160.726668859,147.569335448,163.69014757,5.43296952471,305.560721884,85.8633374203,181.955176822,126.289544653,360.0,126.021309534,91.0148574028,96.7534217297,62.8218786672,70.3547300968,46.1025732987,326.198722556,333.90917476,26.4737780107,356.757976601,148.098418186,140.249291725,21.2990809014,47.9085136367,148.557332768,147.820508645,137.683493068,145.441687512,146.703234069,139.043909204,143.370845078,147.748151594,63.8601544979,T077
T076,124.428884109,136.231566582,158.365997244,170.933595723,76.6171666522,128.832627996,140.62196819,81.2301359783,135.587169636,153.558367285,132.843596312,22.0955423401,144.050613277,146.067213762,139.003644763,143.81993548,131.41196277,356.736853297,161.817306531,113.231082491,335.095567253,352.881512928,18.0655482606,23.0336965036,141.138015582,19.4874725041,31.4266261404,169.064655773,166.48373718,136.993163298,172.957184867,137.437043146,155.445616983,158.449789718,147.230032502,146.747818736,142.840404309,124.695074988,173.38860876,160.047789334,152.618757546,356.734891906,36.1107848233,35.8680858435,26.7652708601,323.598291507,143.283818078,341.548307897,163.406949191,337.420187617,92.4490887508,156.177992845,151.380654913,152.624180388,23.2378851242,131.253916595,164.821548236,59.1365840681,88.0528974645,350.407702629,161.523176932,336.989982793,164.020936911,141.76609148,143.09987816,163.474224074,181.962902815,140.779953484,126.741549135,136.74202781,158.487835026,163.919656557,93.4481831029,144.254114467,150.332425137,71.7147598829,132.886222154,133.382667616,116.55320609,144.787067473,149.969826801,24.2837588281,146.435267726,161.757748392,169.023402567,136.293671603,174.609891524,149.353490937,154.893754292,316.308577877,340.011822074,316.729829089,94.7306938461,110.474359642,121.287941868,97.68089737,70.366907724,69.8237947258,80.7496974317,60.5188102135,31.3707647392,174.274132751,58.7043424521,329.882699428,332.121544004,165.742757733,150.849209859,168.102128903,354.342755981,305.83754756,56.0803104539,258.81393421,126.465767308,306.041008476,360.0,83.5757572893,91.1369712702,332.422194129,54.0077191737,27.8213152471,320.788846935,327.235229289,349.792909931,339.135921416,150.50410686,141.878772542,358.9325908,30.1889350869,153.525351783,151.026837526,139.194970582,148.056262713,149.548352026,140.914601022,145.345369674,150.268901633,46.6568490222,T076
T071,214.802068324,185.280781637,199.072829105,200.435110522,287.487255075,241.269862471,187.489292378,18.7538566133,177.373284886,185.963489225,165.610853836,297.139253935,179.843357647,173.535818641,169.415456802,177.40882286,172.445263554,282.414336632,250.136214291,257.581165379,281.138720692,303.891532308,302.065567601,321.366789146,214.315129932,301.701065427,332.65243256,200.850945253,195.668297801,163.010746061,228.55900075,175.069591519,200.718380875,197.321393525,183.894377764,176.266208929,179.935284296,146.839157214,231.708627868,229.676769986,223.347249585,316.867525076,303.856741292,324.852995515,306.337458581,286.232604614,188.887687053,291.140920446,219.694547269,296.10147524,239.748656332,189.989404168,185.510612853,192.691869354,285.402641259,156.236667473,205.299398008,318.509522324,262.295760321,292.059907593,199.091692224,304.643785831,197.476343854,173.691636655,207.614919067,210.360146197,228.30350553,214.619041209,210.670945976,218.677639776,226.806444043,218.23454642,205.96822174,200.716306055,204.099509263,304.720783887,227.028656852,174.31793013,212.279044361,195.894774302,181.128370111,272.61265605,174.26934973,211.675956804,201.813265045,187.055143131,217.483450173,234.000805298,203.984190627,283.448905109,302.451744181,284.369352264,248.179456854,220.150234399,240.383438585,254.761167623,280.118794147,313.743417722,279.845326269,280.151678223,342.034947121,216.481359347,298.545709296,297.552556247,299.235297768,202.263738221,191.583812778,198.41065848,309.381691956,275.525614667,274.069451898,262.914534108,243.443986932,271.141519349,263.682739589,360.0,135.478909041,273.640979914,301.39287741,307.99626736,289.293504357,293.799105998,283.66502532,289.755181637,179.738451691,172.313868744,294.839118278,309.519764711,208.434836783,190.437223039,173.991053851,184.406483554,186.607589663,180.039083151,175.794708987,181.450634916,305.128071665,T071
T070,231.482020643,194.077335837,205.973211914,205.444027565,299.878770277,253.777354319,195.671425348,326.621071167,184.261473326,191.053046894,169.988206584,300.355289803,185.409690577,177.284883599,173.512403963,182.448563114,179.05651162,287.352280608,259.352461179,267.172910033,285.736927554,305.345214636,304.315220788,320.438255054,226.672474838,304.047261949,329.77485429,206.248264556,200.484766025,166.012966284,237.324675674,180.898297357,208.467113732,203.86592376,189.748936073,180.489422241,185.77872981,148.211002062,240.626595239,239.832853766,234.217381481,316.731461766,306.230424836,323.049099394,308.010732482,289.5673168,196.753627402,294.24705905,228.853958034,298.314990032,268.660454769,195.452271479,190.909712079,199.396176474,290.607470495,158.671732698,212.224133498,317.586306101,272.078811985,295.265208606,205.432543826,305.688502888,203.068551964,178.263880711,218.938185237,218.337257886,236.096066828,227.067976292,226.59188277,232.090984455,237.057739416,227.173394643,261.422753143,210.761605663,213.419574783,309.279163288,240.884954687,180.938128911,232.318397933,204.918349807,185.831166659,279.502908629,178.112484013,220.118314073,207.401211062,196.276828398,224.85705078,245.192408108,212.413296589,286.991603303,303.838486226,287.759332829,267.242124812,242.25980338,254.096220648,267.728787864,290.185174034,314.479429097,299.68384545,288.235821572,338.058540733,223.757877901,303.265724593,299.329341117,300.848392301,208.482670834,198.406783532,203.495416928,310.113338932,280.241326927,282.034180824,269.467993114,255.784091956,276.894338923,271.258207918,315.493144594,360.0,279.496539048,305.065857895,309.381199243,291.994722633,296.0338068,288.225477252,293.015051813,184.042392269,176.544133076,297.821361323,310.654970952,217.807497085,196.978807626,179.157870772,190.21026266,192.605979075,186.332336988,180.170042616,186.168791489,307.571645459,T070
T073,130.228917139,138.381708814,157.601827373,169.096909022,89.7499228429,136.529438572,142.157579781,91.2095311698,137.554790492,153.435275538,134.747903865,42.104141302,144.925297388,146.596118593,140.229414753,144.671598546,133.820241692,25.8459914948,157.458904064,133.883703011,338.281386642,358.932656081,34.2147948903,33.6628409058,143.410978207,36.1954982923,41.3735087644,167.299229459,165.137463107,138.242837372,168.381778166,139.056030645,155.016816803,157.709434765,147.784977755,147.249627249,143.870699686,126.789947708,168.289610711,158.112079249,152.563978646,1.20196455368,54.1342954667,48.0594617249,42.8392678509,319.473994973,144.45749887,346.139981385,161.265689524,339.065115036,104.066971045,155.775368378,151.478378736,152.589727063,55.6977185349,132.94470743,163.168396774,72.9359710941,117.360365286,0.0793074167428,160.426549964,337.883152954,162.761653858,142.777262896,144.764221522,161.756551574,176.135462612,143.140028641,131.807301904,140.169113704,157.034483814,161.767685477,103.082188722,145.538583764,150.653997359,84.8161008826,137.770179035,135.565971852,123.651655721,145.881891644,150.192859391,99.3237675628,146.938783837,160.222934354,167.203859956,138.496462572,171.107760618,150.229487404,154.512928599,308.826754802,341.854935124,309.998975282,108.356693886,119.175225641,130.762984567,115.491386778,88.7968427058,82.6303343841,92.5244519612,85.2167780779,39.6691832114,170.907684852,75.9542677196,329.260220582,332.041349376,164.142045576,151.030115263,166.528652127,359.564170784,283.914282733,92.5693864774,203.769527207,135.280812218,242.831507544,152.412126635,93.5239539543,99.3652601349,360.0,71.5012873133,43.4276801788,317.062402208,325.745444176,8.24527116904,342.70521831,150.666568362,142.840680759,11.8142172761,45.6086702381,153.33074054,151.181207436,140.540024065,148.518982382,149.856533413,142.203845224,145.989681144,150.463778681,64.0302298433,T073
T072,174.118963593,164.803901436,180.901309442,186.577282938,131.91349828,198.444530104,167.775142923,116.444788685,160.69394247,172.255673142,153.772666648,290.592976007,165.362679243,162.891663443,158.062403701,164.033210507,156.570054521,264.211792624,217.175013056,218.734547646,265.626422572,305.536634883,302.910383807,341.946697344,182.263161394,302.080202223,3.4392014264,186.04087658,182.368816349,153.93887634,202.670760467,160.318422055,180.602985841,180.028644443,168.686161534,164.582048656,164.925628129,140.920030922,204.801642791,199.348345501,192.531117166,324.643654149,310.270888597,1.00192749569,314.605105142,277.418874508,169.590683428,283.768033699,194.098480263,292.97938888,153.419220288,175.360112747,171.161863868,175.32921612,263.262555633,148.266242012,186.671912172,78.2633102566,218.204882174,284.334792576,182.156080073,305.982871298,182.312152078,161.32803075,179.252308249,188.850457612,205.398247907,182.2898129,173.030660332,183.011540274,196.877476433,193.424785052,139.822047946,176.03261072,180.345931534,118.260221959,187.070494704,158.292737832,167.430069245,173.762475568,168.353736201,243.156291554,163.417635555,188.92289882,186.515369331,165.692594842,196.840632577,199.147027081,182.107098909,273.593165438,302.939037578,275.232682102,172.633749057,167.119231678,193.572905667,198.032757749,179.40575922,109.750178776,129.382701195,221.166027412,10.7734321126,196.177274484,147.793491294,295.754492595,298.20380849,185.453181005,174.050047281,184.413963711,314.147688379,260.068001194,232.420286378,239.571521367,199.970097194,250.432184963,234.065493171,121.34371062,125.002452428,251.569112015,360.0,319.237925482,283.323282223,290.044319932,267.945958169,281.515848439,167.841973943,160.659673649,288.721946753,324.402546593,183.974618608,173.536447704,160.477755273,169.276490478,170.99282388,164.200343136,163.796457574,168.637178566,328.764300512,T072
T094B,164.631514195,160.1112271,174.654499392,181.086245529,135.576492233,180.68575684,162.792290327,124.902363114,157.100933639,167.993672033,151.630536906,227.01425381,161.591393599,160.077620539,155.544808511,160.598403596,153.612590573,229.950793962,196.918275909,193.234404968,239.144009575,296.765023682,261.722465544,9.85219773469,172.414948662,254.490647825,38.1208784253,180.280056417,177.388111804,152.139290067,190.56986141,157.048305421,173.882396761,174.112476804,164.433324323,161.422133694,161.10404391,140.691602696,191.793477407,186.154135753,180.757444802,326.926160929,155.033301099,59.878774379,237.011039217,260.36673506,164.443621839,263.37395803,183.736768358,280.674920767,147.734900287,170.594773645,166.85057357,169.903053967,212.919502245,147.126827039,179.640377324,117.690046939,188.697536867,259.664786414,176.11575091,301.607629364,176.77108078,158.333627454,170.81785934,180.651419778,194.125157133,172.373168645,164.278068802,172.176146693,184.417681339,183.449912932,139.595280784,168.919268685,172.76427199,129.373596092,174.112315882,155.092999296,159.254326911,167.505750584,164.643848228,208.945804945,160.520242926,180.328114489,180.553904435,160.739154364,187.848128644,184.239221185,174.734218114,256.853140625,296.249745752,259.29680331,158.825866068,158.212123167,176.367498032,174.848908402,154.533361901,125.288052186,133.707450855,172.138612872,35.7302410512,187.403401529,140.473757884,287.686897843,290.890618475,179.113495683,168.726633055,179.051757081,311.339067136,239.435071357,190.721855859,218.065634004,181.32169101,226.157914926,207.856978073,127.925022274,129.295715961,223.473395539,139.215840656,360.0,270.817988697,279.429724422,236.833293733,260.80175703,164.368051666,157.849982416,261.232600498,88.8777966996,175.652170001,168.411752329,157.379393823,164.979586324,166.418882431,160.315206743,160.642491394,164.894353695,135.622732563,T094B
T100,132.925981094,137.944984399,151.774798345,161.588182601,109.443247228,136.755355112,140.629529022,107.483920365,137.375467209,149.541209544,135.249566697,99.7739095827,142.930711364,144.560579288,139.473064633,142.814451039,134.642850086,121.309126286,145.339412878,135.855113526,129.615090695,63.3122132152,92.4134900116,74.7490183549,140.903818763,93.4870010195,74.9851822716,159.837943604,158.744900805,137.955246673,155.44261253,138.501789533,149.587385043,152.044462368,145.029928039,144.973281357,142.101012475,128.763945607,154.697359876,148.804544595,146.102529088,36.6174086033,97.3673511952,83.9800586268,91.7229800615,131.743339123,142.282657692,102.232868998,152.118077488,62.551155307,117.806697428,151.166755257,147.935014667,148.323134068,113.799582883,133.736706237,155.538723293,99.6948827065,129.714404694,101.708442449,154.092781089,5.11774580019,156.314607221,141.413642812,141.951118614,153.720503846,161.013392899,140.72830253,133.802041928,138.854503122,148.499127311,152.667303032,115.76891023,142.689434394,146.124345929,106.236090326,137.410872866,135.919931994,128.917008872,143.095152378,147.160190869,129.457265299,144.813742864,152.397677856,159.577485096,138.017411325,159.838677161,143.952703102,148.934630326,154.037469052,27.8049276233,156.187163154,121.625710222,126.512043266,133.853173682,127.067113512,112.800903375,104.531768785,110.109970089,114.732726907,68.7872890279,159.894530134,105.144842412,359.969992573,4.10736169117,156.805577541,147.166577611,159.565407157,48.929932886,154.30223324,121.792295588,153.760746441,136.164050953,146.162253458,140.732684903,109.130447746,111.817413437,137.016311944,103.209415433,90.726232241,360.0,13.5164464927,120.765964979,107.352172777,147.657482924,141.501959186,97.1501027007,90.6511756577,147.731701011,147.35993618,139.647917794,145.590806716,146.540815658,140.815199714,143.948634215,147.36696113,99.7620294223,T100
T103,136.855066069,140.702736076,153.914855764,163.041290194,114.71534296,141.4626098,143.247896881,112.01317247,139.920554525,151.408275847,137.543950999,109.67483023,145.104426625,146.358092853,141.539851107,144.908243245,137.249635536,132.303626059,150.158415234,141.694565404,141.832367961,77.661023817,102.650455167,82.1219054219,144.339508907,103.548448757,81.0055686471,161.430627087,160.252269116,139.881343803,158.334386288,140.870972732,151.948643679,154.106072654,147.178858071,146.8452048,144.345821099,130.818123804,157.782405457,152.259255449,149.499040149,41.1325553056,105.456685044,90.6840421378,100.574062772,155.338556403,144.817568296,123.015012719,154.931601302,94.8407054208,122.641725834,153.048842265,149.911329096,150.515660149,123.284221833,135.751964523,157.596380423,105.555135154,136.002324149,118.149592077,156.057177946,2.15296081389,158.059100238,143.483087295,145.101115739,156.08517621,163.432171686,144.185486127,137.568616633,142.563549454,151.857932738,155.385620907,120.18642002,145.569645792,148.858066761,111.596405625,141.489556761,138.482171125,132.980265011,145.7930007,149.039558492,137.442061195,146.619822626,154.908576502,161.219580431,140.824908887,161.965967927,147.931945824,151.452895636,168.762809225,35.238606493,171.867882328,126.778200599,130.857686293,138.62373527,132.665504007,118.960804067,109.873399286,115.058561614,121.710992362,73.7773142614,161.983712715,111.608842776,347.464576247,357.450126694,158.668575121,149.411344066,161.100937568,58.1993471993,162.754166498,129.157475023,159.251212834,141.005394653,153.875933303,147.182298293,113.639295711,115.859746524,145.702582793,109.933691194,99.3412018709,193.519666853,360.0,132.913660849,127.985060783,149.445351344,143.509383782,111.412442865,98.9261050365,150.487546742,149.551117617,141.879528619,147.713145472,148.664960536,143.168855248,145.886883703,149.241772419,106.906506498,T103
T102,139.08150831,143.529505073,160.773615207,170.732219588,102.491688054,148.24893213,146.875068576,101.147990128,142.196819573,156.283719081,138.843190321,62.0939884033,148.587166151,149.475109859,143.753017622,148.173328082,138.668651659,126.282860934,166.711733368,152.015835098,250.703402293,355.268011619,47.7026411913,40.5844784157,150.206345802,50.6682374923,48.4231784401,169.189039565,167.018029708,141.498740826,171.847556446,143.261192029,158.711817126,160.741746617,151.326138704,150.258183361,147.706359915,130.405390784,172.034117856,163.787835883,158.646580272,359.678662287,70.9555168199,57.8253758455,56.7802345062,294.422567059,148.918120682,328.320521325,165.370428193,327.232743057,116.126305526,158.5761127,154.582446457,156.065954588,96.4413899661,136.439330093,165.913433364,85.646131926,139.867746763,351.64583327,163.174774292,331.471532162,165.070453163,146.265004345,150.713944681,165.066563286,178.096069243,150.010586001,140.05841901,147.94627879,162.61600829,165.663376816,113.335580227,150.774453742,155.322626952,97.3328470987,146.913409098,140.281213631,133.06290191,150.671134211,153.150322582,147.898649162,149.827780479,163.883590016,169.159457906,143.76745004,173.351054748,158.094963919,158.536355764,282.701908836,334.487946822,286.171777726,122.258857398,129.679296549,143.071221405,132.479673486,106.151299955,94.7851475022,104.166824899,108.080374022,45.1512612452,173.127481107,92.1410964787,319.403641893,323.069392376,166.551557483,154.663842591,168.384694285,356.990786249,243.611917807,123.309143902,196.852515231,147.69124643,206.486344793,169.785785173,103.550965449,108.097168045,188.248211052,87.8810876846,56.7905268626,300.81498329,312.959450561,360.0,321.01952019,153.444589146,146.19948872,14.9868913037,58.8600614053,157.903583225,154.704473246,144.41256985,151.987168312,153.290468858,146.313313457,149.152062136,153.406156728,80.1891353383,T102
T107,139.404877348,143.212379007,158.570147281,168.07449981,110.143925798,146.559641842,146.172976814,107.552117663,142.053793209,154.875006709,139.032337446,93.774069897,147.832828719,148.777453397,143.497719922,147.489797295,138.907578988,137.946393067,159.887100298,148.611147167,166.249046723,18.0071848383,80.4425400946,59.4657873797,148.691305,82.630006678,63.2370204074,166.520977736,164.754852442,141.445545257,166.677670508,143.018667103,156.58634408,158.621900522,150.285749863,149.457689864,147.021557936,131.206254917,166.507732547,159.577005164,155.576385963,10.8276704439,91.7922019365,74.2964042402,81.8982601059,258.927563071,147.989948528,32.2991817646,161.638839857,333.138963148,120.933285863,156.896637417,153.282537437,154.436866783,119.102137,136.788295863,163.063617287,97.0040248586,140.222323855,85.0711393435,160.832127848,335.042549592,162.739996665,145.775835767,149.25458778,161.958307854,172.401280477,148.519689488,140.204107461,146.720721615,158.771650165,161.999201958,117.992306289,149.440599446,153.39475811,105.910663947,145.757610903,140.345552421,134.432461338,149.441538319,152.063035474,144.673856801,149.095103328,160.794039659,166.420781922,143.414275492,169.149371801,154.590207519,156.295105469,247.857993474,341.123026341,255.996736608,126.368516705,131.760032463,142.589006618,134.707672372,115.024514859,103.666861715,110.95456484,118.376086403,57.3951379958,169.031936258,104.261907018,318.637069102,323.966723421,163.865440334,153.173307647,165.908910569,12.825333999,202.032991972,129.913217133,178.287991896,146.083263666,176.755493989,159.113748913,109.626097726,112.871719065,162.693111573,101.43594887,80.743960808,287.386143234,308.015805508,141.004477511,360.0,152.382555208,145.731572285,79.9919433095,81.2218479477,155.550809783,153.245409106,144.071230684,150.887073042,152.042007335,145.748301008,148.429017682,152.295564293,96.2258094731,T107
T008,344.235700118,352.833495142,314.739656693,268.641747694,353.181517395,335.851636309,348.019270894,0.184481722956,3.70319417107,306.419156668,32.7069624832,340.909001083,359.34667172,97.4925141104,45.5040554007,11.1215874814,10.3360796869,334.212422754,329.159875573,333.933569127,331.316597103,337.16045633,341.411938003,346.775844769,336.461225788,341.563099267,350.93454532,279.633977941,262.280095085,75.9092645483,319.811637895,10.4848896042,322.829549642,311.806056719,344.102669294,55.0117376666,359.130056134,66.0101942073,321.247956945,326.71846053,329.543722801,340.496822281,344.895961566,349.722486518,343.869810604,328.985465226,344.254226902,333.104583107,321.969887587,332.574696607,351.709330983,302.629879565,325.409696534,325.172861319,338.077826281,68.089380516,307.697583698,352.571467231,336.812623621,334.841547177,304.739406441,333.038358394,288.115664774,30.3258957114,336.597915513,316.331977277,313.500597899,336.599640065,344.5173823,337.792579012,326.95166122,320.880039009,357.016821253,337.395196449,330.801384128,353.82405616,337.624784303,8.37220040406,348.106535798,338.490093301,339.060039979,334.215062692,94.0861272051,319.565097192,284.237124462,351.17085393,308.579347835,330.982587095,325.066809134,327.314991016,333.78483805,327.268937301,346.700488389,348.19979902,338.23897285,340.547733566,346.77184324,354.490581415,355.289082403,342.913079074,353.474352437,307.654517642,348.384365997,330.402646957,331.167312642,298.338402031,329.745299236,271.134656864,338.451156041,326.599340434,338.678456902,325.646473009,335.956217618,328.226288343,330.612253805,359.739379219,4.02905285758,330.784781164,347.892177007,344.440381851,327.821828413,329.606443303,333.559829226,332.512852612,360.0,44.5415068451,336.73958867,345.204890022,327.692336836,329.125574974,17.7269286769,341.122499823,334.280461188,359.012289725,38.3595886952,334.267411963,347.185857132,T008
T009,332.16584498,332.550650697,290.738489565,255.79733138,345.492969814,325.384130075,324.597344736,353.019432505,340.630208202,259.055385741,21.7759009246,334.034770768,308.870386165,181.897706321,48.5234413398,302.406243083,352.069531231,326.843322637,319.409711921,324.753148984,324.082873936,331.224680754,334.827854927,340.991539539,322.505481315,334.937946263,345.408981784,263.434342881,249.15425336,105.729307357,307.392777241,342.315793347,300.789933834,286.158210625,297.290270926,216.750395051,317.17580259,74.5817017273,309.343685153,314.502788809,316.417425895,335.354327157,338.092242108,343.720050735,337.324574622,322.425348448,318.982518911,326.532628584,307.695681429,326.506837005,342.866233542,267.429768966,273.40544545,294.788649107,330.647143593,82.8035424261,288.333958132,345.770521085,327.943909447,328.165293657,281.346555997,327.766436921,266.939032363,324.579721985,320.950827604,299.058185028,301.313287944,322.735010237,331.892644626,324.897490471,314.278272611,306.21575735,348.496457518,319.222800066,312.311876535,346.493182339,325.863862123,347.822433097,336.826821518,317.635857335,247.818616285,326.128880328,188.407949057,302.851663865,267.259274664,331.560209107,294.11440158,319.517788713,305.419615554,320.680173358,328.172664506,320.726304858,337.512234943,337.701060428,327.843853941,331.268370062,338.796698434,347.349322665,347.565635778,334.974963863,348.418008601,292.961971928,341.077596769,324.76301726,325.59505889,278.342764779,298.989313522,256.29814963,332.854002667,319.303681997,330.514540642,317.263821849,325.68236213,320.400431579,322.010197879,352.33809913,356.554103852,322.982164475,340.733159314,337.945583008,321.689551155,323.693719636,326.337995315,325.885127609,224.564861318,360.0,330.092268126,338.727430072,310.481359797,295.760359259,342.1211235,293.379309805,291.891394189,325.796643316,234.518502079,248.091690836,340.256460802,T009
